gene_id,assigned_peaks
rel,"['13-25810755-25810985', '13-25812042-25812272', '13-25812658-25812857', '13-25812910-25813153', '13-25816280-25817189', '13-25818085-25818882', '13-25819521-25820020', '13-25821528-25822975', '13-25826982-25827284', '13-25829411-25829705']"
papolg,"['13-25832275-25832832', '13-25833329-25833772', '13-25834586-25834977', '13-25838830-25839547', '13-25840924-25842752', '13-25844790-25845219', '13-25846641-25847005', '13-25847709-25848465', '13-25850211-25850970']"
bcl11aa,"['13-25844790-25845219', '13-25846641-25847005', '13-25847709-25848465', '13-25850211-25850970', '13-25851655-25853993', '13-25854314-25854713', '13-25855614-25856383', '13-25856601-25856890', '13-25857397-25857687', '13-25858037-25858781', '13-25859705-25860002', '13-25860303-25860502', '13-25860766-25861115', '13-25861455-25862085']"
si:rp71-1h3.1,"['13-26696368-26697010', '13-26698349-26698794', '13-26699019-26700048', '13-26700923-26701755', '13-26703479-26704278', '13-26706786-26707127', '13-26707136-26708264', '13-26708400-26708646', '13-26708800-26709433']"
fancl,"['13-26696368-26697010', '13-26698349-26698794', '13-26699019-26700048', '13-26700923-26701755', '13-26703479-26704278', '13-26706786-26707127', '13-26707136-26708264', '13-26708400-26708646', '13-26708800-26709433']"
vrk2,"['13-26790909-26791791', '13-26792666-26792907', '13-26793745-26794027', '13-26794697-26795337', '13-26797117-26797481', '13-26798727-26800233', '13-26800603-26801202', '13-26801232-26801545', '13-26802776-26803528', '13-26806824-26807452']"
ccdc85a,"['13-27028750-27029488', '13-27030541-27030798', '13-27032293-27033192', '13-27034952-27035157', '13-27035505-27036957', '13-27037645-27038621', '13-27040426-27041325', '13-27041935-27042842', '13-27044285-27044847', '13-27045272-27046497', '13-27047133-27047664']"
soul2,"['13-27032293-27033192', '13-27034952-27035157', '13-27035505-27036957', '13-27037645-27038621', '13-27040426-27041325', '13-27041935-27042842', '13-27044285-27044847', '13-27045272-27046497', '13-27047133-27047664']"
slc24a3,"['13-27063992-27064478', '13-27064881-27065226', '13-27065439-27065848', '13-27071178-27071903', '13-27073055-27074126', '13-27076132-27077029', '13-27079913-27080537']"
slc17a5,"['13-27288808-27289429', '13-27290536-27290843', '13-27291979-27292326', '13-27293541-27294131', '13-27294270-27294698', '13-27298067-27299525', '13-27301183-27301534', '13-27303628-27303931', '13-27307792-27308258']"
eef1a1a,"['13-27307792-27308258', '13-27308651-27309419', '13-27310443-27311281', '13-27314328-27315527', '13-27317010-27317814', '13-27320272-27320524', '13-27320528-27321244', '13-27322814-27323013', '13-27323055-27323551']"
ddx43,"['13-27344552-27345621', '13-27346304-27347113', '13-27348520-27349278', '13-27351654-27352511', '13-27352527-27352768', '13-27353059-27354087', '13-27357051-27358589']"
kcnq5a,"['13-27615145-27615635', '13-27616085-27616320', '13-27616629-27617281', '13-27618839-27619126', '13-27619479-27620004', '13-27620330-27621333', '13-27622334-27622796', '13-27623357-27624115', '13-27624119-27625004', '13-27630022-27630288']"
rims1a,"['13-27760041-27760809', '13-27762776-27763723', '13-27766438-27767679', '13-27768507-27769038', '13-27773516-27773751', '13-27774292-27774972', '13-27775882-27776968']"
asrgl1,"['13-27760041-27760809', '13-27762776-27763723', '13-27766438-27767679', '13-27768507-27769038', '13-27773516-27773751', '13-27774292-27774972', '13-27775882-27776968', '13-27777738-27778082']"
dre-mir-30c,"['13-27797431-27798020', '13-27800569-27801398', '13-27802304-27803028', '13-27803692-27804593', '13-27809617-27810444', '13-27810733-27811255']"
ogfrl1,"['13-27908076-27908979', '13-27909767-27909966', '13-27911285-27912050', '13-27912743-27913684', '13-27914443-27915240', '13-27915897-27916713', '13-27917636-27918391', '13-27921331-27921704', '13-27922091-27922806', '13-27923349-27924202', '13-27925176-27926146']"
b3gat2,"['13-27942077-27942963', '13-27943547-27944025', '13-27944626-27944906', '13-27948422-27948652', '13-27949413-27950210', '13-27951341-27952506', '13-27955893-27956533', '13-27957148-27957998']"
smap1,"['13-28253916-28254115', '13-28255800-28256093', '13-28258127-28258418', '13-28260346-28260619', '13-28261325-28262202', '13-28262929-28264216', '13-28264701-28266100', '13-28268781-28269718', '13-28270248-28270822', '13-28271667-28272544']"
sdhaf4,"['13-28258127-28258418', '13-28260346-28260619', '13-28261325-28262202', '13-28262929-28264216', '13-28264701-28266100', '13-28268781-28269718', '13-28270248-28270822', '13-28271667-28272544', '13-28273712-28274054']"
tlx1,"['13-28262929-28264216', '13-28264701-28266100', '13-28268781-28269718', '13-28270248-28270822', '13-28271667-28272544', '13-28273712-28274054', '13-28276835-28277307', '13-28278633-28279903', '13-28281515-28282094']"
lbx1a,"['13-28298780-28300098', '13-28301255-28302247', '13-28302573-28303291', '13-28304389-28305050', '13-28305665-28306303', '13-28307218-28309025', '13-28309732-28310209', '13-28311441-28311974', '13-28313418-28314245', '13-28315633-28316036', '13-28316578-28317150']"
slc2a15a,"['13-28407365-28407729', '13-28415495-28415777', '13-28416651-28417370', '13-28418828-28419036', '13-28420167-28420695', '13-28421779-28422132', '13-28422615-28422987', '13-28424599-28425265']"
fgf8a,"['13-28467330-28468612', '13-28469876-28470544', '13-28471441-28472659', '13-28474082-28474654', '13-28475516-28475968', '13-28476846-28477619', '13-28481959-28482474', '13-28482659-28483117', '13-28484100-28484999']"
fbxw4,"['13-28502974-28504018', '13-28505439-28506660', '13-28508509-28509322', '13-28509989-28510625', '13-28512726-28513561', '13-28515440-28515867', '13-28517879-28518327', '13-28518731-28519742', '13-28520188-28520731', '13-28520775-28521317']"
wbp1la,"['13-28572073-28572597', '13-28573848-28574946', '13-28578174-28578387', '13-28579453-28579775', '13-28579993-28580834', '13-28581992-28582421', '13-28583479-28583799', '13-28585108-28586119', '13-28586598-28586886', '13-28587657-28588157', '13-28589414-28590049']"
cyp17a1,"['13-28602068-28602471', '13-28604326-28605098', '13-28607213-28607414', '13-28610271-28610810', '13-28611732-28612654', '13-28612944-28613362', '13-28613890-28614807', '13-28616808-28617171', '13-28617459-28619523']"
borcs7,"['13-28604326-28605098', '13-28607213-28607414', '13-28610271-28610810', '13-28611732-28612654', '13-28612944-28613362', '13-28613890-28614807', '13-28616808-28617171', '13-28617459-28619523']"
cnnm2a,"['13-28610271-28610810', '13-28611732-28612654', '13-28612944-28613362', '13-28613890-28614807', '13-28616808-28617171', '13-28617459-28619523', '13-28623633-28624449', '13-28626358-28626557', '13-28626964-28627190']"
nt5c2a,"['13-28664902-28665660', '13-28666880-28667079', '13-28667688-28669227', '13-28670368-28671006', '13-28671093-28671835', '13-28673566-28674850', '13-28675186-28676677', '13-28677356-28678222', '13-28681870-28682101']"
inaa,"['13-28666880-28667079', '13-28667688-28669227', '13-28670368-28671006', '13-28671093-28671835', '13-28673566-28674850', '13-28675186-28676677', '13-28677356-28678222', '13-28681870-28682101', '13-28684366-28684617']"
pcgf6,"['13-28681870-28682101', '13-28684366-28684617', '13-28687081-28687302', '13-28688615-28690526', '13-28696445-28697648']"
polr1c,"['13-28681870-28682101', '13-28684366-28684617', '13-28687081-28687302', '13-28688615-28690526', '13-28696445-28697648', '13-28698993-28699792']"
ldb1a,"['13-28696445-28697648', '13-28698993-28699792', '13-28700470-28701241', '13-28701483-28702331', '13-28704456-28705624', '13-28707022-28708542', '13-28709347-28710105']"
prom2,"['13-28738859-28739388', '13-28742788-28743622', '13-28745170-28745645', '13-28746759-28748912', '13-28750798-28751561', '13-28751623-28752912', '13-28755745-28756433']"
nsmce4a,"['13-28781537-28783012', '13-28783202-28784605', '13-28785314-28785914', '13-28786364-28786615', '13-28786800-28787700', '13-28788996-28789859', '13-28792328-28792710', '13-28793511-28793984']"
ly6pge,"['13-28894245-28894991', '13-28897880-28899179', '13-28900378-28901111', '13-28901319-28901897', '13-28902110-28902309', '13-28903664-28904459', '13-28907784-28908695', '13-28911381-28911787', '13-28912404-28913505']"
unc5b,"['13-29121019-29121518', '13-29125915-29126326', '13-29127162-29127589', '13-29127897-29128815', '13-29129289-29129529', '13-29131417-29132297', '13-29133695-29133946', '13-29134300-29134590', '13-29137253-29137803']"
myofl,"['13-29229099-29229735', '13-29230874-29231666', '13-29232548-29232913', '13-29233285-29234205', '13-29235744-29235994', '13-29237260-29238878', '13-29239718-29240420', '13-29241996-29242619', '13-29242846-29243211']"
parga,"['13-29282216-29283134', '13-29284706-29284905', '13-29286279-29286648', '13-29290169-29291234', '13-29291888-29292773', '13-29295007-29295367', '13-29295621-29296056', '13-29296753-29297518', '13-29297935-29298432']"
ogdhl,"['13-29344205-29344639', '13-29345019-29345315', '13-29345536-29346037', '13-29346486-29346922', '13-29348971-29349189', '13-29350202-29350427', '13-29350932-29351144', '13-29351153-29351880', '13-29353142-29354151', '13-29355866-29356593', '13-29357045-29357298', '13-29358299-29358500', '13-29359154-29359848', '13-29360025-29360473']"
chata,"['13-29414236-29414592', '13-29415594-29416214', '13-29416729-29417086', '13-29421255-29421498', '13-29422600-29423768', '13-29423986-29424796', '13-29425324-29426041', '13-29427455-29428063', '13-29428249-29428733']"
slc18a3a,"['13-29415594-29416214', '13-29416729-29417086', '13-29421255-29421498', '13-29422600-29423768', '13-29423986-29424796', '13-29425324-29426041', '13-29427455-29428063', '13-29428249-29428733', '13-29431286-29432027', '13-29433346-29433968']"
rgra,"['13-29445934-29446293', '13-29446495-29447384', '13-29449173-29449499', '13-29450259-29450600', '13-29451625-29451894', '13-29452437-29453333', '13-29453949-29454298', '13-29454768-29456058', '13-29457483-29457757', '13-29460344-29461349', '13-29462074-29462654', '13-29463320-29463852', '13-29464720-29465221']"
lrit1a,"['13-29452437-29453333', '13-29453949-29454298', '13-29454768-29456058', '13-29457483-29457757', '13-29460344-29461349', '13-29462074-29462654', '13-29463320-29463852', '13-29464720-29465221', '13-29465556-29466537', '13-29469963-29470681']"
lrit2,"['13-29462074-29462654', '13-29463320-29463852', '13-29464720-29465221', '13-29465556-29466537', '13-29469963-29470681', '13-29471837-29472556', '13-29473084-29473934', '13-29474804-29475542', '13-29476342-29476541', '13-29477712-29478481', '13-29478523-29479167']"
cdhr1a,"['13-29498203-29498545', '13-29499502-29499775', '13-29500353-29501241', '13-29502258-29502457', '13-29504717-29504968', '13-29505361-29505797', '13-29509236-29510644', '13-29513008-29513294', '13-29513693-29514300']"
chst3a,"['13-29500353-29501241', '13-29502258-29502457', '13-29504717-29504968', '13-29505361-29505797', '13-29509236-29510644', '13-29513008-29513294', '13-29513693-29514300', '13-29515815-29516577', '13-29517548-29518136', '13-29519002-29519507']"
pax2a,"['13-29762756-29763884', '13-29764576-29765162', '13-29765422-29765726', '13-29766310-29767145', '13-29768232-29769128', '13-29770576-29771366', '13-29772876-29773325', '13-29773962-29774827', '13-29774918-29775504', '13-29775900-29776217', '13-29777511-29778591', '13-29779314-29779817']"
cuedc2,"['13-29916416-29917291', '13-29918653-29919071', '13-29921170-29921446', '13-29921866-29922372', '13-29923408-29923633', '13-29925093-29926458', '13-29927445-29927650', '13-29928331-29928776']"
hif1an,"['13-29978337-29979229', '13-29979492-29980388', '13-29980907-29981394', '13-29981686-29982475', '13-29985738-29986154', '13-29986627-29988292', '13-29989268-29989647', '13-29989730-29990083']"
wnt8b,"['13-29996870-29997739', '13-29999234-30000130', '13-30000284-30001116', '13-30001806-30002771', '13-30004060-30004579', '13-30005946-30007157', '13-30009084-30009511', '13-30010371-30010641', '13-30010902-30011167', '13-30011707-30012407', '13-30015630-30016121']"
scdb,"['13-30019389-30020047', '13-30020938-30021485', '13-30023914-30024537', '13-30026772-30027766', '13-30030601-30031187', '13-30033132-30034858', '13-30035076-30035777', '13-30036015-30036235']"
trmt2b,"['13-30026772-30027766', '13-30030601-30031187', '13-30033132-30034858', '13-30035076-30035777', '13-30036015-30036235', '13-30041414-30041676', '13-30043330-30043593']"
dnajb12a,"['13-30026772-30027766', '13-30030601-30031187', '13-30033132-30034858', '13-30035076-30035777', '13-30036015-30036235', '13-30041414-30041676', '13-30043330-30043593']"
spock2,"['13-30045203-30046295', '13-30046568-30046767', '13-30047339-30047711', '13-30049557-30049942', '13-30050289-30050853', '13-30054701-30055531', '13-30056056-30056890', '13-30061953-30062434', '13-30062536-30063234']"
tysnd1,"['13-30133230-30133436', '13-30135897-30136504', '13-30138604-30138854', '13-30140721-30142462', '13-30142734-30143145', '13-30149422-30150714', '13-30151583-30152033']"
sar1ab,"['13-30140721-30142462', '13-30142734-30143145', '13-30149422-30150714', '13-30151583-30152033', '13-30156805-30157167', '13-30159208-30160019']"
ppa1b,"['13-30151583-30152033', '13-30156805-30157167', '13-30159208-30160019', '13-30160790-30161792', '13-30163325-30164284', '13-30168661-30169840']"
eif4ebp2,"['13-30156805-30157167', '13-30159208-30160019', '13-30160790-30161792', '13-30163325-30164284', '13-30168661-30169840', '13-30171883-30172965']"
pald1b,"['13-30160790-30161792', '13-30163325-30164284', '13-30168661-30169840', '13-30171883-30172965', '13-30174117-30174555', '13-30175270-30175792', '13-30176521-30177376']"
qrfpra,"['13-30207291-30207834', '13-30207975-30208191', '13-30210611-30210891', '13-30212124-30212408', '13-30213390-30213627', '13-30214986-30215413', '13-30215612-30216391', '13-30221369-30221778', '13-30222153-30222720', '13-30224222-30224998', '13-30225151-30225371']"
rps24,"['13-30221369-30221778', '13-30222153-30222720', '13-30224222-30224998', '13-30225151-30225371', '13-30227423-30229181', '13-30230453-30231352', '13-30232073-30232991', '13-30233369-30234384', '13-30235429-30236080', '13-30236187-30236421', '13-30237492-30237946']"
zmiz1a,"['13-30312209-30313559', '13-30313993-30314646', '13-30315454-30316081', '13-30316257-30316936', '13-30320243-30320862', '13-30321149-30322346', '13-30323347-30323809', '13-30326065-30326985', '13-30327075-30328127']"
ppifa,"['13-30564767-30565266', '13-30567776-30568546', '13-30568669-30568910', '13-30569867-30570253', '13-30571464-30572431', '13-30574443-30575081', '13-30575643-30576630', '13-30578722-30579229']"
zcchc24,"['13-30638067-30638479', '13-30639536-30640025', '13-30642871-30643261', '13-30644955-30646789', '13-30649307-30650000', '13-30650613-30651361', '13-30652343-30653070', '13-30653255-30653985']"
rassf4a,"['13-30692396-30692790', '13-30693576-30694354', '13-30698182-30699095', '13-30699753-30701004', '13-30701928-30702446', '13-30702501-30703127', '13-30703827-30704355', '13-30705087-30705605', '13-30705638-30706152', '13-30709600-30710047']"
cxcl18a.1,"['13-30689089-30689789', '13-30689799-30691095', '13-30692396-30692790', '13-30693576-30694354', '13-30698182-30699095', '13-30699753-30701004', '13-30701928-30702446', '13-30702501-30703127', '13-30703827-30704355', '13-30705087-30705605', '13-30705638-30706152']"
tmem72,"['13-30703827-30704355', '13-30705087-30705605', '13-30705638-30706152', '13-30709600-30710047', '13-30710301-30710510', '13-30711252-30711844', '13-30712920-30713958', '13-30716332-30716922', '13-30717110-30717621', '13-30719612-30720283', '13-30721659-30722658']"
cxcl12a,"['13-30795192-30795817', '13-30796312-30797029', '13-30799106-30799585', '13-30799926-30800293', '13-30800926-30801287', '13-30803015-30803443', '13-30804191-30805421', '13-30806227-30806903', '13-30809148-30809748', '13-30811309-30812348']"
ercc6,"['13-30864729-30865087', '13-30867039-30867514', '13-30868353-30869216', '13-30870497-30871245', '13-30871961-30872772', '13-30873110-30873375', '13-30873973-30874500', '13-30875004-30875510', '13-30878419-30879150', '13-30879433-30880164', '13-30882934-30883190', '13-30883448-30883811']"
drgx,"['13-30903113-30903526', '13-30905734-30906489', '13-30908530-30909370', '13-30910911-30912932', '13-30913792-30915000', '13-30917150-30917581', '13-30918056-30918399', '13-30918683-30918939', '13-30920082-30920597']"
vstm4a,"['13-30941358-30941988', '13-30942446-30943383', '13-30944336-30944604', '13-30945051-30945431', '13-30945814-30947305', '13-30948417-30948764', '13-30949281-30949601', '13-30950770-30951957', '13-30953602-30953907', '13-30954318-30955229', '13-30955759-30956484', '13-30956829-30957664', '13-30958688-30959312', '13-30960084-30960906']"
wdfy4,"['13-31059108-31059974', '13-31060510-31061315', '13-31061876-31062255', '13-31063190-31063557', '13-31064483-31065308', '13-31067254-31067754', '13-31068035-31069230', '13-31069594-31070718', '13-31071805-31072920', '13-31075370-31076548']"
lrrc18a,"['13-30993641-30994032', '13-30994928-30995508', '13-30995901-30996178', '13-30996484-30996812', '13-30999243-30999821', '13-31000823-31003023', '13-31004524-31005381', '13-31005468-31006293', '13-31007419-31008063', '13-31010567-31011660']"
si:ch211-223a10.1,"['13-31060510-31061315', '13-31061876-31062255', '13-31063190-31063557', '13-31064483-31065308', '13-31067254-31067754', '13-31068035-31069230', '13-31069594-31070718', '13-31071805-31072920', '13-31075370-31076548']"
mapk8a,"['13-31157727-31158646', '13-31159642-31160328', '13-31163537-31165130', '13-31165867-31167053', '13-31171011-31171916', '13-31172430-31173375', '13-31173487-31174128', '13-31174520-31174928']"
ptpn20,"['13-31155355-31155843', '13-31157727-31158646', '13-31159642-31160328', '13-31163537-31165130', '13-31165867-31167053', '13-31171011-31171916', '13-31172430-31173375']"
gdf10a,"['13-31278760-31280026', '13-31280283-31280911', '13-31282646-31283288', '13-31285223-31286158', '13-31287406-31288339', '13-31288725-31289312', '13-31291035-31291852', '13-31293000-31294071']"
antxr1d,"['13-31287406-31288339', '13-31288725-31289312', '13-31291035-31291852', '13-31293000-31294071', '13-31296116-31298049', '13-31298448-31298799', '13-31299236-31299766', '13-31300354-31301072', '13-31301343-31302310', '13-31302851-31303448', '13-31304802-31305526']"
rrp12,"['13-31361518-31362590', '13-31363642-31364084', '13-31365036-31365696', '13-31367404-31368145', '13-31369447-31370325', '13-31370560-31371129', '13-31371863-31372356', '13-31372581-31372856', '13-31373736-31374237', '13-31376783-31377560', '13-31378103-31378992']"
ubtd1a,"['13-31369447-31370325', '13-31370560-31371129', '13-31371863-31372356', '13-31372581-31372856', '13-31373736-31374237', '13-31376783-31377560', '13-31378103-31378992', '13-31379575-31380536', '13-31380973-31381942', '13-31382474-31382710', '13-31387802-31388376']"
zdhhc16a,"['13-31380973-31381942', '13-31382474-31382710', '13-31387802-31388376', '13-31388833-31390448', '13-31390739-31391322', '13-31396473-31398164', '13-31398817-31399118']"
pgam1a,"['13-31387802-31388376', '13-31388833-31390448', '13-31390739-31391322', '13-31396473-31398164', '13-31398817-31399118', '13-31401769-31402587', '13-31405032-31405451']"
tdrd9,"['13-31396473-31398164', '13-31398817-31399118', '13-31401769-31402587', '13-31405032-31405451', '13-31407862-31408743', '13-31408967-31409634', '13-31410167-31411023']"
rtn1a,"['13-31461031-31461694', '13-31464390-31465605', '13-31466141-31466912', '13-31469520-31470596', '13-31471048-31471394', '13-31472095-31472966', '13-31476212-31476411', '13-31476540-31477341', '13-31477544-31477894', '13-31479341-31479886']"
lrrc9,"['13-31464390-31465605', '13-31466141-31466912', '13-31469520-31470596', '13-31471048-31471394', '13-31472095-31472966', '13-31476212-31476411', '13-31476540-31477341', '13-31477544-31477894', '13-31479341-31479886', '13-31480201-31480493']"
pcnx4,"['13-31511148-31511748', '13-31513962-31514392', '13-31516516-31517391', '13-31517401-31517879', '13-31518963-31519739', '13-31520030-31521067', '13-31523683-31524390', '13-31528009-31528498']"
dhrs7,"['13-31534505-31535033', '13-31536871-31537181', '13-31538866-31539708', '13-31540180-31540538', '13-31542058-31542904', '13-31543797-31544498', '13-31545277-31546999', '13-31549646-31550407', '13-31551537-31552412']"
ppm1aa,"['13-31536871-31537181', '13-31538866-31539708', '13-31540180-31540538', '13-31542058-31542904', '13-31543797-31544498', '13-31545277-31546999', '13-31549646-31550407', '13-31551537-31552412', '13-31553334-31554331']"
six6a,"['13-31573297-31573802', '13-31576907-31577315', '13-31578912-31579539', '13-31581437-31582298', '13-31582548-31583100', '13-31583906-31584896', '13-31586848-31587638', '13-31588211-31588909', '13-31589721-31590444']"
six1a,"['13-31614633-31615145', '13-31618734-31619825', '13-31620306-31620739', '13-31621303-31622385', '13-31622987-31623450', '13-31623675-31624261', '13-31625431-31626331', '13-31627749-31628435', '13-31630917-31631863']"
six4a,"['13-31641101-31641693', '13-31644313-31644984', '13-31645523-31645842', '13-31646086-31647325', '13-31647995-31648689', '13-31649562-31650398', '13-31652918-31653501', '13-31654815-31655633', '13-31656011-31656241']"
mnat1,"['13-31641101-31641693', '13-31644313-31644984', '13-31645523-31645842', '13-31646086-31647325', '13-31647995-31648689', '13-31649562-31650398', '13-31652918-31653501', '13-31654815-31655633', '13-31656011-31656241', '13-31657412-31657849']"
trmt5,"['13-31677951-31678857', '13-31679845-31680411', '13-31681439-31681760', '13-31682494-31683363', '13-31685007-31685383', '13-31685614-31686174', '13-31686948-31688285', '13-31694555-31695768', '13-31696305-31697074']"
slc38a6,"['13-31679845-31680411', '13-31681439-31681760', '13-31682494-31683363', '13-31685007-31685383', '13-31685614-31686174', '13-31686948-31688285', '13-31694555-31695768', '13-31696305-31697074']"
prkcha,"['13-31707147-31707469', '13-31707921-31709143', '13-31710224-31710463', '13-31710795-31711432', '13-31712791-31713356', '13-31714251-31715035', '13-31716168-31717327', '13-31718615-31719502', '13-31720097-31720608', '13-31722907-31723257', '13-31726139-31726550']"
hif1aa,"['13-31747618-31748071', '13-31749544-31749868', '13-31750603-31751462', '13-31753134-31753413', '13-31753423-31754223', '13-31756682-31757600', '13-31757803-31758297', '13-31759108-31759463', '13-31759726-31760140', '13-31760494-31761404', '13-31762617-31763307', '13-31763865-31764550', '13-31766655-31767028']"
sertad4,"['13-31820297-31821291', '13-31821386-31822026', '13-31822694-31822938', '13-31824284-31825344', '13-31827691-31828427', '13-31829070-31830071', '13-31832268-31833194', '13-31837160-31838296', '13-31838707-31838906', '13-31839192-31839469']"
syt14a,"['13-31905872-31906340', '13-31906790-31907405', '13-31912345-31913405', '13-31915292-31916277', '13-31917040-31917726', '13-31917903-31918400', '13-31919981-31920345', '13-31921425-31922001']"
utp25,"['13-31929914-31930120', '13-31931182-31931793', '13-31932316-31932616', '13-31935183-31936194', '13-31937663-31938686', '13-31941019-31941818', '13-31943214-31943724', '13-31944097-31944589', '13-31946038-31946495', '13-31946854-31947264']"
osr1,"['13-32134410-32134894', '13-32137381-32137681', '13-32138513-32139154', '13-32141503-32143153', '13-32144129-32144565', '13-32145914-32147096', '13-32148357-32149094', '13-32149567-32150097', '13-32152989-32153188', '13-32153227-32154151']"
nt5c1ba,"['13-32438896-32439819', '13-32440265-32441105', '13-32441310-32441697', '13-32445843-32446905', '13-32447913-32448409', '13-32448710-32449388', '13-32452057-32452920', '13-32453621-32454928']"
rdh14a,"['13-32445843-32446905', '13-32447913-32448409', '13-32448710-32449388', '13-32452057-32452920', '13-32453621-32454928', '13-32455549-32456427', '13-32458208-32458986', '13-32460118-32460516', '13-32461383-32461763', '13-32462328-32462922']"
kcns3a,"['13-32570686-32571034', '13-32571064-32571408', '13-32573204-32573483', '13-32575659-32576575', '13-32576749-32577747', '13-32578764-32580087', '13-32581500-32582286', '13-32582606-32584153', '13-32585540-32585869', '13-32587091-32587916', '13-32588339-32588957']"
wdr35,"['13-32617055-32617627', '13-32620639-32620843', '13-32621995-32622210', '13-32623350-32623703', '13-32625243-32626741', '13-32629837-32630690', '13-32634028-32634508']"
matn3b,"['13-32629837-32630690', '13-32634028-32634508', '13-32635561-32636541', '13-32638256-32638892', '13-32640038-32640486']"
mtres1,"['13-32629837-32630690', '13-32634028-32634508', '13-32635561-32636541', '13-32638256-32638892', '13-32640038-32640486']"
bend3,"['13-32640038-32640486', '13-32647509-32648670', '13-32649198-32650042', '13-32652203-32653233', '13-32654537-32655266', '13-32657186-32657860']"
pdss2,"['13-32717723-32718291', '13-32719619-32720907', '13-32721246-32721982', '13-32725298-32726338', '13-32726806-32727012', '13-32729842-32730667', '13-32731220-32732561']"
sobpa,"['13-32731220-32732561', '13-32737647-32738172', '13-32739680-32741795', '13-32742675-32743390', '13-32746713-32748047']"
slc66a3,"['13-32798153-32798783', '13-32799214-32799577', '13-32800171-32801070', '13-32803243-32803925', '13-32804386-32804787', '13-32806458-32806815', '13-32807061-32808138', '13-32811066-32811548', '13-32811654-32812135', '13-32813133-32813332', '13-32813445-32814360', '13-32815811-32816237', '13-32816492-32817273']"
rock2a,"['13-32890691-32891575', '13-32891827-32892264', '13-32892522-32893133', '13-32895615-32895972', '13-32898298-32900975', '13-32905355-32907116', '13-32907756-32908557']"
si:dkey-18j18.3,"['13-32898298-32900975', '13-32905355-32907116', '13-32907756-32908557', '13-32909510-32910523', '13-32911700-32912165', '13-32912498-32912855', '13-32914728-32915710']"
kcnf1b,"['13-32993721-32995795', '13-32996027-32996494', '13-32997380-32997676', '13-33000390-33001018', '13-33001052-33001809', '13-33002639-33003011', '13-33004095-33004941']"
rbm25a,"['13-33012610-33012904', '13-33013100-33014195', '13-33017267-33017693', '13-33021746-33023223', '13-33024099-33025019', '13-33025343-33026400', '13-33026933-33027450', '13-33029297-33030217']"
arg2,"['13-33017267-33017693', '13-33021746-33023223', '13-33024099-33025019', '13-33025343-33026400', '13-33026933-33027450', '13-33029297-33030217', '13-33031746-33032646', '13-33032784-33033841']"
vti1b,"['13-33046003-33046481', '13-33046924-33047710', '13-33047901-33048279', '13-33049219-33049684', '13-33054112-33056802', '13-33059007-33059816', '13-33061130-33061515', '13-33062272-33062767', '13-33063385-33063620', '13-33063983-33064543']"
rdh12,"['13-33046003-33046481', '13-33046924-33047710', '13-33047901-33048279', '13-33049219-33049684', '13-33054112-33056802', '13-33059007-33059816', '13-33061130-33061515', '13-33062272-33062767', '13-33063385-33063620', '13-33063983-33064543']"
zfyve26,"['13-33105525-33106275', '13-33108778-33109632', '13-33113770-33115609', '13-33117128-33118373', '13-33120617-33120999', '13-33121725-33121955', '13-33123018-33123402', '13-33124206-33124810']"
si:ch211-10a23.2,"['13-33108778-33109632', '13-33113770-33115609', '13-33117128-33118373', '13-33120617-33120999', '13-33121725-33121955', '13-33123018-33123402', '13-33124206-33124810', '13-33125352-33125551', '13-33125875-33126553']"
plek2,"['13-33125352-33125551', '13-33125875-33126553', '13-33128976-33129470', '13-33129689-33130423', '13-33132903-33133894', '13-33134286-33135002', '13-33136008-33136478', '13-33138019-33138778', '13-33138939-33139366', '13-33140430-33141399', '13-33141772-33142629', '13-33142778-33143691']"
fbln5,"['13-33162491-33162698', '13-33162933-33163293', '13-33164676-33166162', '13-33168389-33168758', '13-33169930-33170942', '13-33171752-33172639', '13-33175207-33175468', '13-33177128-33177877', '13-33178039-33178289']"
trip11,"['13-33197947-33198197', '13-33199815-33200320', '13-33202392-33202719', '13-33203067-33203762', '13-33206924-33208310', '13-33213301-33214151', '13-33214321-33214945']"
golga5,"['13-33217927-33218416', '13-33219720-33220930', '13-33222211-33222453', '13-33224478-33225414', '13-33226668-33227817', '13-33229384-33229882', '13-33229989-33230531', '13-33231806-33232271']"
rtf1,"['13-33240237-33240885', '13-33241196-33241983', '13-33243284-33243773', '13-33245237-33246655', '13-33248218-33248745', '13-33253309-33254160', '13-33254270-33254916']"
ndufaf1,"['13-33240237-33240885', '13-33241196-33241983', '13-33243284-33243773', '13-33245237-33246655', '13-33248218-33248745', '13-33253309-33254160', '13-33254270-33254916']"
nusap1,"['13-33248218-33248745', '13-33253309-33254160', '13-33254270-33254916', '13-33255532-33257364', '13-33265300-33265587']"
oip5,"['13-33248218-33248745', '13-33253309-33254160', '13-33254270-33254916', '13-33255532-33257364', '13-33265300-33265587']"
oip5-as1,"['13-33265300-33265587', '13-33266869-33267736', '13-33268178-33269362', '13-33272340-33273275', '13-33275130-33276456']"
tmem39b,"['13-33265300-33265587', '13-33266869-33267736', '13-33268178-33269362', '13-33272340-33273275', '13-33275130-33276456']"
ccdc28b,"['13-33272340-33273275', '13-33275130-33276456', '13-33277487-33278699', '13-33281566-33282410', '13-33286281-33287384', '13-33290871-33291329']"
