gene_id,assigned_peaks
si:ch211-113p18.3,"['15-8300207-8301018', '15-8303192-8304175', '15-8304852-8305718', '15-8306828-8307839', '15-8308813-8310649', '15-8311493-8312125', '15-8313217-8313442', '15-8315465-8316343', '15-8319131-8320559', '15-8321081-8321743', '15-8322040-8322625', '15-8323084-8323404', '15-8325037-8325563', '15-8328674-8331270', '15-8335216-8336008', '15-8336483-8337909']"
egln2,"['15-8319131-8320559', '15-8321081-8321743', '15-8322040-8322625', '15-8323084-8323404', '15-8325037-8325563', '15-8328674-8331270', '15-8335216-8336008', '15-8336483-8337909', '15-8340803-8341326', '15-8342705-8342947', '15-8344072-8344546', '15-8345140-8345523', '15-8346276-8346475', '15-8348315-8348651', '15-8349236-8350147', '15-8350370-8351126', '15-8352727-8353234', '15-8354372-8355224']"
tmem160,"['15-8375132-8375728', '15-8376076-8376982', '15-8378612-8379272', '15-8380863-8382111', '15-8382807-8383012', '15-8384310-8385146', '15-8385607-8386339', '15-8388683-8389111', '15-8389254-8389914', '15-8390358-8391208', '15-8393983-8395153', '15-8398848-8399577', '15-8400572-8401464', '15-8403727-8404258', '15-8404779-8405472', '15-8406076-8406600', '15-8409363-8409630', '15-8411722-8412278', '15-8413723-8414098']"
npas1,"['15-8498091-8498592', '15-8498970-8499259', '15-8500411-8501151', '15-8501460-8501800', '15-8503509-8504424', '15-8506147-8507031', '15-8509822-8510385', '15-8511134-8511731', '15-8511853-8512560', '15-8514217-8514715', '15-8516342-8518240', '15-8520787-8521223', '15-8522775-8523168', '15-8524183-8524992', '15-8527887-8528320', '15-8528361-8528964', '15-8529649-8530091', '15-8531939-8532304', '15-8533866-8534654']"
arhgap35a,"['15-8744905-8745371', '15-8747580-8750621', '15-8753134-8754241', '15-8754383-8755117', '15-8755961-8756876', '15-8757065-8757708', '15-8758729-8759595', '15-8759751-8760424', '15-8761832-8764394', '15-8766964-8768728', '15-8770943-8771828', '15-8774208-8774579', '15-8776205-8777132', '15-8779142-8779985', '15-8781881-8782753']"
ap2s1,"['15-8753134-8754241', '15-8754383-8755117', '15-8755961-8756876', '15-8757065-8757708', '15-8758729-8759595', '15-8759751-8760424', '15-8761832-8764394', '15-8766964-8768728', '15-8770943-8771828', '15-8774208-8774579', '15-8776205-8777132', '15-8779142-8779985', '15-8781881-8782753', '15-8782906-8783393', '15-8784140-8784910', '15-8786297-8786853', '15-8787343-8787542']"
rab4b,"['15-8838426-8838879', '15-8839745-8840332', '15-8842543-8842742', '15-8843249-8843858', '15-8844055-8844258', '15-8845213-8845798', '15-8846015-8846361', '15-8846519-8846985', '15-8847955-8848343', '15-8849253-8849809', '15-8854978-8856510', '15-8858600-8859601', '15-8859926-8861411', '15-8863576-8864475', '15-8865458-8866729', '15-8866900-8867741', '15-8868786-8869578', '15-8869625-8870538', '15-8871713-8872216', '15-8872513-8873278', '15-8874214-8875905']"
rhoub,"['15-8983740-8984396', '15-8984677-8985137', '15-8985359-8985870', '15-8986017-8986509', '15-8987148-8987745', '15-8990455-8990765', '15-8990932-8991539', '15-8993501-8994221', '15-8995156-8995931', '15-8996032-8996791', '15-8997150-8998193', '15-8998337-8998922', '15-8999967-9000401', '15-9001524-9002330', '15-9002563-9003686', '15-9004621-9005751', '15-9007382-9007911', '15-9008597-9008796', '15-9010382-9010661', '15-9010823-9011609', '15-9014164-9014948', '15-9015948-9016244', '15-9018326-9018905', '15-9019316-9019621', '15-9020238-9020691']"
rtn2a,"['15-9024446-9025227', '15-9025541-9025969', '15-9030170-9031211', '15-9031712-9032193', '15-9033279-9034047', '15-9035191-9036261', '15-9037392-9037904', '15-9038711-9039622', '15-9042608-9043678', '15-9043993-9044548', '15-9046009-9046847', '15-9048928-9049614', '15-9050112-9050372', '15-9051191-9051929', '15-9052959-9053772', '15-9057021-9058213', '15-9059045-9059307', '15-9061025-9061244', '15-9062594-9063063']"
ppm1na,"['15-9033279-9034047', '15-9035191-9036261', '15-9037392-9037904', '15-9038711-9039622', '15-9042608-9043678', '15-9043993-9044548', '15-9046009-9046847', '15-9048928-9049614', '15-9050112-9050372', '15-9051191-9051929', '15-9052959-9053772', '15-9057021-9058213', '15-9059045-9059307', '15-9061025-9061244', '15-9062594-9063063', '15-9065386-9066167', '15-9067229-9067582', '15-9070737-9071284', '15-9071394-9071740', '15-9071924-9072123', '15-9072605-9072917']"
si:dkey-202g17.3,"['15-9052959-9053772', '15-9057021-9058213', '15-9059045-9059307', '15-9061025-9061244', '15-9062594-9063063', '15-9065386-9066167', '15-9067229-9067582', '15-9070737-9071284', '15-9071394-9071740', '15-9071924-9072123', '15-9072605-9072917', '15-9073876-9074365', '15-9076435-9077067', '15-9078490-9078843', '15-9080343-9080723', '15-9082056-9082424', '15-9083407-9083614', '15-9084350-9084675', '15-9085269-9085830', '15-9088581-9089136', '15-9090200-9090404', '15-9090812-9091011', '15-9091470-9092010', '15-9092243-9092442']"
ptgir,"['15-9082056-9082424', '15-9083407-9083614', '15-9084350-9084675', '15-9085269-9085830', '15-9088581-9089136', '15-9090200-9090404', '15-9090812-9091011', '15-9091470-9092010', '15-9092243-9092442', '15-9092968-9093378', '15-9095990-9096613', '15-9096961-9097214', '15-9099768-9099969', '15-9100031-9100245', '15-9102039-9102353', '15-9102572-9102811', '15-9103576-9103953', '15-9104270-9105399', '15-9107833-9108422', '15-9109398-9110946', '15-9111085-9111600', '15-9114482-9114824', '15-9115157-9115383', '15-9115965-9116330', '15-9116840-9117759']"
calm3a,"['15-9252954-9253338', '15-9255614-9256288', '15-9257060-9257523', '15-9259129-9259726', '15-9260996-9262355', '15-9262574-9263554', '15-9264214-9264768', '15-9269118-9269438', '15-9269855-9270553', '15-9271159-9272042', '15-9272228-9272649', '15-9272778-9273595', '15-9274599-9275125', '15-9276512-9277460', '15-9278366-9278696', '15-9279097-9280099', '15-9281538-9282375', '15-9283824-9284122', '15-9285351-9285676', '15-9286344-9287963']"
si:ch211-261a10.5,"['15-9274599-9275125', '15-9276512-9277460', '15-9278366-9278696', '15-9279097-9280099', '15-9281538-9282375', '15-9283824-9284122', '15-9285351-9285676', '15-9286344-9287963', '15-9294396-9295503', '15-9296617-9297649', '15-9302129-9303024', '15-9303890-9304378', '15-9305599-9306171', '15-9306673-9307133', '15-9307238-9307549', '15-9307718-9308100', '15-9311003-9312191']"
slc37a4a,"['15-9278366-9278696', '15-9279097-9280099', '15-9281538-9282375', '15-9283824-9284122', '15-9285351-9285676', '15-9286344-9287963', '15-9294396-9295503', '15-9296617-9297649', '15-9302129-9303024', '15-9303890-9304378', '15-9305599-9306171', '15-9306673-9307133', '15-9307238-9307549', '15-9307718-9308100', '15-9311003-9312191', '15-9314561-9315035', '15-9315953-9316883']"
trappc4,"['15-9302129-9303024', '15-9303890-9304378', '15-9305599-9306171', '15-9306673-9307133', '15-9307238-9307549', '15-9307718-9308100', '15-9311003-9312191', '15-9314561-9315035', '15-9315953-9316883', '15-9317348-9317643', '15-9321157-9322309', '15-9323068-9323434', '15-9323788-9324507', '15-9327144-9327741', '15-9328385-9329255', '15-9330284-9330710', '15-9331101-9331873', '15-9332005-9332438', '15-9335598-9336229', '15-9336467-9336939', '15-9338125-9338471', '15-9338746-9338945', '15-9340096-9340413']"
sgcg,"['15-9307718-9308100', '15-9311003-9312191', '15-9314561-9315035', '15-9315953-9316883', '15-9317348-9317643', '15-9321157-9322309', '15-9323068-9323434', '15-9323788-9324507', '15-9327144-9327741', '15-9328385-9329255', '15-9330284-9330710', '15-9331101-9331873', '15-9332005-9332438', '15-9335598-9336229', '15-9336467-9336939', '15-9338125-9338471', '15-9338746-9338945', '15-9340096-9340413', '15-9341005-9341965', '15-9342230-9342497', '15-9343592-9343791', '15-9344017-9344515', '15-9344752-9345047', '15-9346205-9347197']"
sacs,"['15-9399797-9400421', '15-9400934-9401553', '15-9401916-9402818', '15-9403365-9403690', '15-9407252-9407945', '15-9408234-9408712', '15-9409736-9410354', '15-9410771-9411232', '15-9411688-9412350', '15-9413494-9414098', '15-9418491-9419618', '15-9420743-9422143', '15-9422934-9423268', '15-9424112-9424993', '15-9425183-9425822', '15-9427404-9428250', '15-9428957-9429161', '15-9431917-9432299', '15-9432804-9433499', '15-9433653-9434091', '15-9434354-9435037']"
gab2,"['15-9573144-9573871', '15-9574804-9575650', '15-9577503-9578601', '15-9579894-9580789', '15-9583575-9583869', '15-9585425-9585771', '15-9587523-9587801', '15-9589923-9590728', '15-9592106-9593441', '15-9595799-9596132', '15-9597729-9598647', '15-9599241-9600030', '15-9603476-9604041', '15-9607319-9607810', '15-9608359-9608791', '15-9608952-9609843', '15-9611583-9611830']"
nars2,"['15-9614874-9615647', '15-9616883-9617208', '15-9617671-9617931', '15-9618271-9619160', '15-9619862-9620268', '15-9620904-9621223', '15-9621981-9622180', '15-9623919-9624577', '15-9625967-9626589', '15-9627315-9628081', '15-9630821-9631784', '15-9632345-9632813', '15-9633992-9634550', '15-9639816-9640038']"
tenm4,"['15-10437240-10437881', '15-10440308-10441011', '15-10442246-10442995', '15-10446844-10447971', '15-10448505-10448735', '15-10450124-10450546', '15-10451760-10452769', '15-10454478-10455615', '15-10458272-10459153', '15-10460241-10461060', '15-10462242-10462626', '15-10462978-10463184', '15-10464768-10465389', '15-10467673-10468227', '15-10468465-10468888', '15-10469511-10469875', '15-10470335-10470687', '15-10471765-10472436', '15-10472733-10472965', '15-10473240-10473899', '15-10474728-10475390']"
prcp,"['15-11283712-11284403', '15-11284613-11285239', '15-11286334-11287525', '15-11288362-11289784', '15-11294846-11296083', '15-11296376-11297196', '15-11299024-11299269', '15-11299890-11300766', '15-11301390-11301881', '15-11303099-11304054', '15-11308883-11309082', '15-11309242-11309751', '15-11310696-11311333', '15-11311572-11311771', '15-11313004-11313378', '15-11318697-11318899', '15-11320046-11321110', '15-11321305-11322005']"
rab30,"['15-11326632-11327256', '15-11328112-11328538', '15-11328760-11329568', '15-11330841-11331211', '15-11331901-11333049', '15-11334325-11334690', '15-11337365-11338290', '15-11339159-11340060', '15-11340762-11341854', '15-11342733-11343525', '15-11345694-11346550', '15-11346565-11348256', '15-11350101-11351130', '15-11351513-11351935', '15-11352893-11353827', '15-11354838-11356272', '15-11357549-11358365', '15-11358654-11361004']"
ndufc2,"['15-11410503-11410965', '15-11411558-11412545', '15-11413014-11413558', '15-11413670-11414092', '15-11416077-11416568', '15-11417612-11418110', '15-11420360-11420701', '15-11423129-11423828', '15-11424014-11424311', '15-11424664-11426013', '15-11427240-11428119', '15-11430966-11431255', '15-11432716-11433200', '15-11435273-11436412', '15-11437680-11438160', '15-11438544-11439163', '15-11444555-11445545']"
slc1a5,"['15-11624894-11625103', '15-11626603-11626887', '15-11631523-11632159', '15-11633690-11633939', '15-11634513-11635030', '15-11635771-11636351', '15-11636963-11637472', '15-11638769-11638979', '15-11640822-11641675', '15-11642177-11642981', '15-11644067-11644321', '15-11644553-11646416', '15-11647788-11648161', '15-11650476-11650986', '15-11651318-11651517', '15-11653751-11654375', '15-11655573-11655858', '15-11656298-11656571', '15-11657120-11657470', '15-11659027-11659486', '15-11659782-11660232', '15-11661858-11662424']"
fkrp,"['15-11665111-11665842', '15-11667369-11667592', '15-11668029-11668291', '15-11668774-11668973', '15-11670831-11671102', '15-11673085-11674374', '15-11677970-11678885', '15-11680035-11681385', '15-11681630-11683615', '15-11685010-11685932', '15-11686356-11687278', '15-11689668-11690579', '15-11692296-11692580', '15-11692848-11694233', '15-11699174-11700172', '15-11700489-11701609', '15-11701668-11702480', '15-11703095-11703531']"
si:dkey-31c13.1,"['15-11665111-11665842', '15-11667369-11667592', '15-11668029-11668291', '15-11668774-11668973', '15-11670831-11671102', '15-11673085-11674374', '15-11677970-11678885', '15-11680035-11681385', '15-11681630-11683615', '15-11685010-11685932', '15-11686356-11687278', '15-11689668-11690579', '15-11692296-11692580', '15-11692848-11694233', '15-11699174-11700172', '15-11700489-11701609', '15-11701668-11702480']"
strn4,"['15-11677970-11678885', '15-11680035-11681385', '15-11681630-11683615', '15-11685010-11685932', '15-11686356-11687278', '15-11689668-11690579', '15-11692296-11692580', '15-11692848-11694233', '15-11699174-11700172', '15-11700489-11701609', '15-11701668-11702480', '15-11703095-11703531', '15-11704484-11705413', '15-11706514-11708277', '15-11709438-11709823', '15-11711541-11711971', '15-11712548-11713050']"
prkd2,"['15-11748603-11749167', '15-11749456-11750472', '15-11752664-11752978', '15-11753992-11754802', '15-11755302-11755836', '15-11756799-11756998', '15-11757021-11757673', '15-11759521-11760253', '15-11762003-11762298', '15-11762422-11763081', '15-11764929-11765258', '15-11767629-11769176', '15-11769726-11770670', '15-11774325-11775204', '15-11775944-11776504', '15-11776892-11778123', '15-11778783-11779547', '15-11780622-11781212', '15-11781827-11782432', '15-11783831-11784527', '15-11785868-11786277', '15-11786620-11787232', '15-11787506-11787723']"
gpr184,"['15-11865392-11866302', '15-11866514-11866735', '15-11870218-11870626', '15-11872329-11872636', '15-11873981-11874180', '15-11875461-11875714', '15-11876051-11876758', '15-11877107-11877829', '15-11878503-11879397', '15-11880077-11880661', '15-11882524-11882764', '15-11883435-11884097', '15-11885023-11885222', '15-11888080-11888516', '15-11890053-11890723', '15-11892761-11893052', '15-11896432-11897014', '15-11897347-11898086', '15-11898760-11899045', '15-11899767-11899979', '15-11900964-11901868']"
si:dkey-202l22.6,"['15-11992507-11993021', '15-11993588-11994507', '15-11994960-11995695', '15-11996173-11996742', '15-11999921-12000438', '15-12001615-12002132', '15-12002947-12003530', '15-12005137-12005825', '15-12007745-12008108', '15-12008836-12009661', '15-12015949-12016221', '15-12017318-12018153', '15-12018364-12018609', '15-12018787-12019856', '15-12020033-12020232', '15-12020399-12020598', '15-12021031-12021268', '15-12026956-12027327', '15-12029359-12029614', '15-12030448-12031005']"
dscaml1,"['15-12209461-12209810', '15-12210209-12210720', '15-12210934-12211358', '15-12214015-12214302', '15-12215627-12216127', '15-12216825-12217933', '15-12221412-12221703', '15-12222476-12223360', '15-12225270-12225539', '15-12226087-12226978', '15-12229105-12230853', '15-12234581-12235995', '15-12237560-12238472', '15-12242133-12242621', '15-12244010-12244294', '15-12244655-12245188', '15-12246260-12247332', '15-12247840-12248391']"
fxyd6,"['15-12300819-12301141', '15-12302515-12302745', '15-12303650-12304060', '15-12305547-12307230', '15-12307374-12308296', '15-12308425-12308963', '15-12311694-12312152', '15-12314942-12315358', '15-12315676-12316143', '15-12317439-12317871', '15-12318115-12318324', '15-12318455-12319198', '15-12320082-12321260', '15-12322901-12323228', '15-12325005-12325428', '15-12326171-12326536', '15-12327187-12327628', '15-12328428-12328691', '15-12330133-12330500', '15-12331045-12331447', '15-12332385-12332597', '15-12336906-12337322', '15-12337531-12337875', '15-12338086-12338285']"
tmprss13a,"['15-12341085-12341536', '15-12342034-12342642', '15-12346255-12346821', '15-12348164-12348854', '15-12350712-12351028', '15-12354260-12354883', '15-12356728-12357388', '15-12358286-12358639', '15-12362007-12362420', '15-12362652-12362897', '15-12363543-12363919', '15-12364663-12365243', '15-12370755-12371036', '15-12372038-12372675', '15-12373405-12373757', '15-12374812-12375750', '15-12376495-12376841', '15-12377693-12378042', '15-12379081-12379280']"
il10ra,"['15-12358286-12358639', '15-12362007-12362420', '15-12362652-12362897', '15-12363543-12363919', '15-12364663-12365243', '15-12370755-12371036', '15-12372038-12372675', '15-12373405-12373757', '15-12374812-12375750', '15-12376495-12376841', '15-12377693-12378042', '15-12379081-12379280', '15-12383165-12384243', '15-12385626-12386540', '15-12387272-12388091', '15-12390121-12390480', '15-12391783-12392240', '15-12395119-12395412', '15-12395568-12396064', '15-12396900-12397455']"
tmprss4a,"['15-12416196-12417276', '15-12419113-12419700', '15-12422780-12423504', '15-12424500-12424729', '15-12425828-12426206', '15-12428262-12428688', '15-12430954-12431352', '15-12432645-12433128', '15-12435455-12436915', '15-12441997-12442230', '15-12443251-12443514', '15-12445536-12445741', '15-12447125-12447563', '15-12449638-12450223', '15-12450652-12451215', '15-12451970-12452400', '15-12452979-12453178', '15-12454528-12455034']"
scn4ba,"['15-12481079-12481746', '15-12482149-12482425', '15-12483646-12483850', '15-12484871-12485666', '15-12486836-12487223', '15-12491283-12491932', '15-12492568-12492853', '15-12495519-12495854', '15-12500107-12501197', '15-12501705-12502069', '15-12507812-12508814', '15-12511439-12512077', '15-12513527-12514085']"
scn2b,"['15-12526480-12526722', '15-12527117-12527944', '15-12529887-12531223', '15-12531244-12531680', '15-12531801-12532747', '15-12534361-12535276', '15-12535993-12536192', '15-12536844-12537381', '15-12537514-12537907', '15-12539333-12539859', '15-12543622-12544082', '15-12544712-12546340', '15-12546436-12547075', '15-12550439-12551854', '15-12553219-12553426', '15-12554927-12556081', '15-12557717-12558155', '15-12560459-12561493', '15-12561904-12563799']"
zgc:172282,"['15-13351578-13351968', '15-13353070-13353775', '15-13354563-13355065', '15-13360891-13361550', '15-13362887-13363977', '15-13366229-13366957', '15-13369201-13369402', '15-13370346-13371095', '15-13371966-13372317', '15-13373615-13373870', '15-13374255-13374513', '15-13374749-13375148', '15-13377039-13377238', '15-13379160-13379829', '15-13380130-13380594', '15-13381336-13382182', '15-13383556-13383755', '15-13386336-13387343', '15-13388358-13388711']"
zgc:162730,"['15-13968750-13969123', '15-13970018-13970487', '15-13971664-13972073', '15-13973359-13973704', '15-13979772-13980134', '15-13980847-13981715', '15-13981917-13982519', '15-13982746-13982996', '15-13983923-13984272', '15-13984539-13986454', '15-13986805-13987583', '15-13989812-13990533', '15-13991169-13991943', '15-13994227-13994834', '15-13996045-13996533', '15-13996805-13997710', '15-13999808-14000206', '15-14000396-14000623', '15-14003229-14004672']"
trappc6bl,"['15-14066454-14067247', '15-14068039-14069038', '15-14069675-14070149', '15-14072106-14072978', '15-14073958-14074717', '15-14075912-14076290', '15-14077317-14077570', '15-14077824-14078277', '15-14078523-14078736', '15-14079090-14080195', '15-14082093-14083659', '15-14083876-14084157', '15-14085169-14085382', '15-14085601-14086173', '15-14086462-14087273', '15-14087830-14088401', '15-14091220-14091617', '15-14092432-14093177', '15-14097898-14099027', '15-14100949-14101849']"
si:ch211-116o3.5,"['15-14078523-14078736', '15-14079090-14080195', '15-14082093-14083659', '15-14083876-14084157', '15-14085169-14085382', '15-14085601-14086173', '15-14086462-14087273', '15-14087830-14088401', '15-14091220-14091617', '15-14092432-14093177', '15-14097898-14099027', '15-14100949-14101849', '15-14106154-14106547', '15-14110342-14110992', '15-14112731-14113191', '15-14114624-14115205', '15-14115239-14115852']"
clca1,"['15-14086462-14087273', '15-14087830-14088401', '15-14091220-14091617', '15-14092432-14093177', '15-14097898-14099027', '15-14100949-14101849', '15-14106154-14106547', '15-14110342-14110992', '15-14112731-14113191', '15-14114624-14115205', '15-14115239-14115852', '15-14118877-14119765', '15-14121287-14122038', '15-14122323-14122844', '15-14125722-14126431']"
pnkp,"['15-14175451-14175742', '15-14176888-14177099', '15-14180280-14180583', '15-14181438-14181742', '15-14183638-14184623', '15-14186005-14186261', '15-14187965-14188326', '15-14189715-14190081', '15-14191800-14192331', '15-14192754-14194081', '15-14199346-14201298', '15-14201391-14202295', '15-14205370-14205696', '15-14207021-14207423', '15-14207694-14207909', '15-14208327-14209144', '15-14209356-14209898', '15-14210210-14211039']"
si:dkey-243k1.3,"['15-14183638-14184623', '15-14186005-14186261', '15-14187965-14188326', '15-14189715-14190081', '15-14191800-14192331', '15-14192754-14194081', '15-14199346-14201298', '15-14201391-14202295', '15-14205370-14205696', '15-14207021-14207423', '15-14207694-14207909', '15-14208327-14209144', '15-14209356-14209898', '15-14210210-14211039', '15-14214661-14217580']"
si:ch211-11n16.3,"['15-14228476-14229281', '15-14229547-14231373', '15-14232362-14232791', '15-14235101-14235656', '15-14242056-14242695', '15-14243290-14243773', '15-14244425-14245252', '15-14246153-14248094', '15-14249357-14250254', '15-14252211-14253252', '15-14256650-14257360', '15-14258161-14258888', '15-14259169-14260196', '15-14261161-14261999', '15-14265608-14266193', '15-14267029-14267516']"
dpf1,"['15-14356515-14356749', '15-14358901-14359646', '15-14360376-14361071', '15-14363142-14363970', '15-14365076-14365722', '15-14365836-14366276', '15-14368755-14368985', '15-14369970-14370840', '15-14374265-14375765', '15-14378311-14379206', '15-14381874-14382949', '15-14384553-14385296', '15-14385965-14386560', '15-14388021-14388654', '15-14388914-14389246', '15-14389518-14390634', '15-14390789-14391090', '15-14391492-14391822', '15-14392593-14392980', '15-14393302-14394218']"
si:ch211-11n16.2,"['15-14358901-14359646', '15-14360376-14361071', '15-14363142-14363970', '15-14365076-14365722', '15-14365836-14366276', '15-14368755-14368985', '15-14369970-14370840', '15-14374265-14375765', '15-14378311-14379206', '15-14381874-14382949', '15-14384553-14385296', '15-14385965-14386560', '15-14388021-14388654', '15-14388914-14389246', '15-14389518-14390634', '15-14390789-14391090', '15-14391492-14391822', '15-14392593-14392980', '15-14393302-14394218']"
numbl,"['15-14532778-14533246', '15-14533484-14533846', '15-14534388-14534721', '15-14535404-14535804', '15-14542060-14542368', '15-14542740-14543063', '15-14543308-14543837', '15-14544510-14545455', '15-14548814-14549347', '15-14549819-14550193', '15-14551319-14552395', '15-14554377-14554799', '15-14555189-14556012', '15-14561403-14561827', '15-14563300-14564126', '15-14564456-14565383', '15-14565641-14565996', '15-14567562-14567983', '15-14568832-14569107', '15-14570757-14571226']"
coq8b,"['15-14570757-14571226', '15-14572385-14573270', '15-14575964-14577425', '15-14587827-14588917', '15-14589211-14589872', '15-14590517-14590787', '15-14592256-14593560', '15-14597195-14599691', '15-14600959-14601190', '15-14602569-14602838', '15-14604308-14605242', '15-14607308-14608351', '15-14608525-14608804', '15-14608940-14609608']"
slc5a2,"['15-14607308-14608351', '15-14608525-14608804', '15-14608940-14609608', '15-14610140-14611492', '15-14612357-14612847', '15-14613572-14614360', '15-14615404-14616271', '15-14616940-14617479', '15-14620418-14622180', '15-14624787-14625022', '15-14627081-14627740', '15-14628132-14628374', '15-14628595-14629063', '15-14629603-14629968', '15-14631814-14632078', '15-14632959-14634291', '15-14634843-14635825', '15-14640897-14643027']"
si:dkey-260j18.2,"['15-14624787-14625022', '15-14627081-14627740', '15-14628132-14628374', '15-14628595-14629063', '15-14629603-14629968', '15-14631814-14632078', '15-14632959-14634291', '15-14634843-14635825', '15-14640897-14643027', '15-14647050-14647523', '15-14648905-14649181', '15-14649974-14650416', '15-14650975-14651823', '15-14652543-14652956', '15-14653573-14653981', '15-14654356-14654662', '15-14654810-14655129', '15-14655163-14656040', '15-14658588-14659215', '15-14659656-14659933', '15-14660645-14660954', '15-14661205-14661901']"
sars2,"['15-14624787-14625022', '15-14627081-14627740', '15-14628132-14628374', '15-14628595-14629063', '15-14629603-14629968', '15-14631814-14632078', '15-14632959-14634291', '15-14634843-14635825', '15-14640897-14643027', '15-14647050-14647523', '15-14648905-14649181', '15-14649974-14650416', '15-14650975-14651823', '15-14652543-14652956', '15-14653573-14653981', '15-14654356-14654662', '15-14654810-14655129', '15-14655163-14656040', '15-14658588-14659215', '15-14659656-14659933', '15-14660645-14660954', '15-14661205-14661901']"
p4ha3,"['15-14737937-14738677', '15-14739106-14739817', '15-14741062-14741806', '15-14742346-14743063', '15-14744449-14744901', '15-14746097-14746858', '15-14747186-14747572', '15-14748352-14749203', '15-14749396-14750134', '15-14750461-14750989', '15-14752051-14752467', '15-14752482-14753030', '15-14753727-14753970', '15-14754650-14755359', '15-14756334-14757732', '15-14757980-14758565', '15-14759989-14760188', '15-14763754-14764352', '15-14765721-14766761', '15-14767905-14768149', '15-14768748-14769828', '15-14770199-14770537', '15-14771578-14771857', '15-14772263-14773309', '15-14773414-14774239']"
diabloa,"['15-14835674-14835895', '15-14835964-14836186', '15-14837399-14837598', '15-14838081-14838902', '15-14844840-14845288', '15-14845723-14846827', '15-14847505-14847846', '15-14848945-14849849', '15-14850827-14851331', '15-14852625-14853045', '15-14854269-14855464', '15-14856179-14856935', '15-14858349-14859216', '15-14860755-14861070', '15-14861324-14862239', '15-14862532-14863032', '15-14863314-14863931', '15-14865378-14866464', '15-14866785-14867402', '15-14868363-14868572', '15-14871356-14873668', '15-14874080-14874444']"
si:ch211-149e23.4,"['15-15153649-15153848', '15-15155668-15156449', '15-15157846-15158937', '15-15159339-15160452', '15-15161139-15161787', '15-15165358-15166376', '15-15170614-15171503', '15-15172096-15172494', '15-15173428-15173790', '15-15174565-15174880', '15-15175418-15175709', '15-15176457-15176745', '15-15177190-15178178', '15-15178865-15179064', '15-15180497-15180769', '15-15181366-15181796', '15-15182291-15182725', '15-15184610-15184981', '15-15185957-15186172', '15-15188567-15190738']"
rrp8,"['15-15211486-15211685', '15-15211905-15212239', '15-15214016-15214393', '15-15215895-15218630', '15-15220675-15221059', '15-15223987-15224389', '15-15226695-15227039', '15-15228431-15229153', '15-15229778-15230623', '15-15232305-15233217', '15-15235362-15235834', '15-15236389-15237292', '15-15238851-15239753', '15-15240929-15241406']"
med29,"['15-15214016-15214393', '15-15215895-15218630', '15-15220675-15221059', '15-15223987-15224389', '15-15226695-15227039', '15-15228431-15229153', '15-15229778-15230623', '15-15232305-15233217', '15-15235362-15235834', '15-15236389-15237292', '15-15238851-15239753', '15-15240929-15241406']"
c2cd3,"['15-15238851-15239753', '15-15240929-15241406', '15-15255931-15256204', '15-15256970-15257277', '15-15258224-15259529', '15-15260596-15261652', '15-15264571-15264945', '15-15265278-15265517', '15-15265771-15266246', '15-15267267-15268214', '15-15269128-15269970', '15-15270199-15270785', '15-15271829-15272724', '15-15273435-15274262', '15-15276319-15276726']"
camkk1b,"['15-15296004-15296386', '15-15297623-15298777', '15-15299206-15299522', '15-15300060-15300323', '15-15300799-15301847', '15-15303866-15305525', '15-15305907-15306269', '15-15307597-15308042', '15-15311213-15312531', '15-15314013-15314433', '15-15315719-15315918', '15-15315940-15316659', '15-15318711-15318928', '15-15323163-15323550', '15-15323647-15323996', '15-15325509-15326290', '15-15327171-15328399', '15-15329223-15329539', '15-15330601-15331098', '15-15331528-15332316', '15-15332504-15332741']"
ywhag2,"['15-15337678-15338154', '15-15339842-15340364', '15-15340626-15341553', '15-15345918-15346559', '15-15349889-15350628', '15-15350788-15351428', '15-15352348-15353771', '15-15355569-15357317', '15-15357657-15358735', '15-15361714-15362712', '15-15365590-15366898', '15-15367305-15367521', '15-15368031-15368813', '15-15371352-15371551', '15-15371775-15372375', '15-15372605-15373075', '15-15373485-15373986', '15-15375053-15375794', '15-15376428-15376998']"
si:ch211-105f12.2,"['15-15355569-15357317', '15-15357657-15358735', '15-15361714-15362712', '15-15365590-15366898', '15-15367305-15367521', '15-15368031-15368813', '15-15371352-15371551', '15-15371775-15372375', '15-15372605-15373075', '15-15373485-15373986', '15-15375053-15375794', '15-15376428-15376998', '15-15378629-15379423', '15-15383406-15384113', '15-15384441-15385059', '15-15385156-15385612', '15-15386646-15386851', '15-15387874-15388164', '15-15389073-15389558', '15-15389868-15390942', '15-15392171-15393147', '15-15394827-15395064']"
ca4b,"['15-15371352-15371551', '15-15371775-15372375', '15-15372605-15373075', '15-15373485-15373986', '15-15375053-15375794', '15-15376428-15376998', '15-15378629-15379423', '15-15383406-15384113', '15-15384441-15385059', '15-15385156-15385612', '15-15386646-15386851', '15-15387874-15388164', '15-15389073-15389558', '15-15389868-15390942', '15-15392171-15393147', '15-15394827-15395064', '15-15395604-15395957', '15-15397546-15398580', '15-15400370-15400759', '15-15403033-15404206', '15-15406518-15407528', '15-15409379-15409878']"
