gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
dpf2l,NC_007125.7,24267897,24277354,-,24277354,24267354,24287354,24257354,24297354,24227354,24327354,24177354,24377354,14,14-24267354-24287354,14-24257354-24297354,14-24227354-24327354,14-24177354-24377354
hnrnpa0a,NC_007125.7,24277556,24279964,+,24277556,24267556,24287556,24257556,24297556,24227556,24327556,24177556,24377556,14,14-24267556-24287556,14-24257556-24297556,14-24227556-24327556,14-24177556-24377556
klhl3,NC_007125.7,24283898,24304938,+,24283898,24273898,24293898,24263898,24303898,24233898,24333898,24183898,24383898,14,14-24273898-24293898,14-24263898-24303898,14-24233898-24333898,14-24183898-24383898
fam13b,NC_007125.7,24316770,24391485,-,24391485,24381485,24401485,24371485,24411485,24341485,24441485,24291485,24491485,14,14-24381485-24401485,14-24371485-24411485,14-24341485-24441485,14-24291485-24491485
cxcl14,NC_007125.7,24400803,24410673,-,24410673,24400673,24420673,24390673,24430673,24360673,24460673,24310673,24510673,14,14-24400673-24420673,14-24390673-24430673,14-24360673-24460673,14-24310673-24510673
slit3,NC_007125.7,24491818,24761133,-,24761133,24751133,24771133,24741133,24781133,24711133,24811133,24661133,24861133,14,14-24751133-24771133,14-24741133-24781133,14-24711133-24811133,14-24661133-24861133
arhgef37,NC_007125.7,24840978,24874977,+,24840978,24830978,24850978,24820978,24860978,24790978,24890978,24740978,24940978,14,14-24830978-24850978,14-24820978-24860978,14-24790978-24890978,14-24740978-24940978
ppargc1b,NC_007125.7,24935115,24997516,+,24935115,24925115,24945115,24915115,24955115,24885115,24985115,24835115,25035115,14,14-24925115-24945115,14-24915115-24955115,14-24885115-24985115,14-24835115-25035115
pde6a,NC_007125.7,25005401,25034169,-,25034169,25024169,25044169,25014169,25054169,24984169,25084169,24934169,25134169,14,14-25024169-25044169,14-25014169-25054169,14-24984169-25084169,14-24934169-25134169
matr3l1.1,NC_007125.7,25063318,25078585,-,25078585,25068585,25088585,25058585,25098585,25028585,25128585,24978585,25178585,14,14-25068585-25088585,14-25058585-25098585,14-25028585-25128585,14-24978585-25178585
si:rp71-1d10.8,NC_007125.7,25100269,25111428,-,25111428,25101428,25121428,25091428,25131428,25061428,25161428,25011428,25211428,14,14-25101428-25121428,14-25091428-25131428,14-25061428-25161428,14-25011428-25211428
htr4,NC_007125.7,25127822,25309142,-,25309142,25299142,25319142,25289142,25329142,25259142,25359142,25209142,25409142,14,14-25299142-25319142,14-25289142-25329142,14-25259142-25359142,14-25209142-25409142
slc26a2,NC_007125.7,25438200,25452295,-,25452295,25442295,25462295,25432295,25472295,25402295,25502295,25352295,25552295,14,14-25442295-25462295,14-25432295-25472295,14-25402295-25502295,14-25352295-25552295
thoc3,NC_007125.7,25505474,25510955,+,25505474,25495474,25515474,25485474,25525474,25455474,25555474,25405474,25605474,14,14-25495474-25515474,14-25485474-25525474,14-25455474-25555474,14-25405474-25605474
slc25a48,NC_007125.7,25590603,25599002,-,25599002,25589002,25609002,25579002,25619002,25549002,25649002,25499002,25699002,14,14-25589002-25609002,14-25579002-25619002,14-25549002-25649002,14-25499002-25699002
glra1,NC_007125.7,25816973,25909344,+,25816973,25806973,25826973,25796973,25836973,25766973,25866973,25716973,25916973,14,14-25806973-25826973,14-25796973-25836973,14-25766973-25866973,14-25716973-25916973
g3bp1,NC_007125.7,25925666,25935168,-,25935168,25925168,25945168,25915168,25955168,25885168,25985168,25835168,26035168,14,14-25925168-25945168,14-25915168-25955168,14-25885168-25985168,14-25835168-26035168
sparc,NC_007125.7,25938895,25956824,-,25956824,25946824,25966824,25936824,25976824,25906824,26006824,25856824,26056824,14,14-25946824-25966824,14-25936824-25976824,14-25906824-26006824,14-25856824-26056824
slc36a1,NC_007125.7,25969701,26067877,+,25969701,25959701,25979701,25949701,25989701,25919701,26019701,25869701,26069701,14,14-25959701-25979701,14-25949701-25989701,14-25919701-26019701,14-25869701-26069701
atox1,NC_007125.7,25982957,25985762,-,25985762,25975762,25995762,25965762,26005762,25935762,26035762,25885762,26085762,14,14-25975762-25995762,14-25965762-26005762,14-25935762-26035762,14-25885762-26085762
mtnr1al,NC_007125.7,26075857,26094086,-,26094086,26084086,26104086,26074086,26114086,26044086,26144086,25994086,26194086,14,14-26084086-26104086,14-26074086-26114086,14-26044086-26144086,14-25994086-26194086
fat2,NC_007125.7,26103330,26177113,-,26177113,26167113,26187113,26157113,26197113,26127113,26227113,26077113,26277113,14,14-26167113-26187113,14-26157113-26197113,14-26127113-26227113,14-26077113-26277113
gm2a,NC_007125.7,26224541,26227974,+,26224541,26214541,26234541,26204541,26244541,26174541,26274541,26124541,26324541,14,14-26214541-26234541,14-26204541-26244541,14-26174541-26274541,14-26124541-26324541
emx3,NC_007125.7,26365393,26377044,-,26377044,26367044,26387044,26357044,26397044,26327044,26427044,26277044,26477044,14,14-26367044-26387044,14-26357044-26397044,14-26327044-26427044,14-26277044-26477044
b4galt7,NC_007125.7,26381223,26392149,-,26392149,26382149,26402149,26372149,26412149,26342149,26442149,26292149,26492149,14,14-26382149-26402149,14-26372149-26412149,14-26342149-26442149,14-26292149-26492149
pimr212,NC_007125.7,26395325,26400501,-,26400501,26390501,26410501,26380501,26420501,26350501,26450501,26300501,26500501,14,14-26390501-26410501,14-26380501-26420501,14-26350501-26450501,14-26300501-26500501
tmed9,NC_007125.7,26404640,26411825,-,26411825,26401825,26421825,26391825,26431825,26361825,26461825,26311825,26511825,14,14-26401825-26421825,14-26391825-26431825,14-26361825-26461825,14-26311825-26511825
lman2,NC_007125.7,26413417,26425387,-,26425387,26415387,26435387,26405387,26445387,26375387,26475387,26325387,26525387,14,14-26415387-26435387,14-26405387-26445387,14-26375387-26475387,14-26325387-26525387
pld7,NC_007125.7,26426994,26437368,-,26437368,26427368,26447368,26417368,26457368,26387368,26487368,26337368,26537368,14,14-26427368-26447368,14-26417368-26457368,14-26387368-26487368,14-26337368-26537368
gpr137,NC_007125.7,26439227,26450701,+,26439227,26429227,26449227,26419227,26459227,26389227,26489227,26339227,26539227,14,14-26429227-26449227,14-26419227-26459227,14-26389227-26489227,14-26339227-26539227
syvn1,NC_007125.7,26452692,26465795,-,26465795,26455795,26475795,26445795,26485795,26415795,26515795,26365795,26565795,14,14-26455795-26475795,14-26445795-26485795,14-26415795-26515795,14-26365795-26565795
smad5,NC_007125.7,26467200,26498207,-,26498207,26488207,26508207,26478207,26518207,26448207,26548207,26398207,26598207,14,14-26488207-26508207,14-26478207-26518207,14-26448207-26548207,14-26398207-26598207
tgfbi,NC_007125.7,26511041,26536497,-,26536497,26526497,26546497,26516497,26556497,26486497,26586497,26436497,26636497,14,14-26526497-26546497,14-26516497-26556497,14-26486497-26586497,14-26436497-26636497
stard15,NC_007125.7,26545966,26562236,+,26545966,26535966,26555966,26525966,26565966,26495966,26595966,26445966,26645966,14,14-26535966-26555966,14-26525966-26565966,14-26495966-26595966,14-26445966-26645966
arap3,NC_007125.7,26566957,26626132,+,26566957,26556957,26576957,26546957,26586957,26516957,26616957,26466957,26666957,14,14-26556957-26576957,14-26546957-26586957,14-26516957-26616957,14-26466957-26666957
neurog1,NC_007125.7,26703331,26704819,-,26704819,26694819,26714819,26684819,26724819,26654819,26754819,26604819,26804819,14,14-26694819-26714819,14-26684819-26724819,14-26654819-26754819,14-26604819-26804819
eef1g,NC_007125.7,26719740,26729289,+,26719740,26709740,26729740,26699740,26739740,26669740,26769740,26619740,26819740,14,14-26709740-26729740,14-26699740-26739740,14-26669740-26769740,14-26619740-26819740
ahnak,NC_007125.7,26759332,26796334,+,26759332,26749332,26769332,26739332,26779332,26709332,26809332,26659332,26859332,14,14-26749332-26769332,14-26739332-26779332,14-26709332-26809332,14-26659332-26859332
klhl4,NC_007125.7,26796684,26843597,+,26796684,26786684,26806684,26776684,26816684,26746684,26846684,26696684,26896684,14,14-26786684-26806684,14-26776684-26816684,14-26746684-26846684,14-26696684-26896684
pcdh11,NC_007125.7,26995117,27297566,-,27297566,27287566,27307566,27277566,27317566,27247566,27347566,27197566,27397566,14,14-27287566-27307566,14-27277566-27317566,14-27247566-27347566,14-27197566-27397566
tsc22d3,NC_007125.7,27998756,28052650,-,28052650,28042650,28062650,28032650,28072650,28002650,28102650,27952650,28152650,14,14-28042650-28062650,14-28032650-28072650,14-28002650-28102650,14-27952650-28152650
mid2,NC_007125.7,28109860,28387517,+,28109860,28099860,28119860,28089860,28129860,28059860,28159860,28009860,28209860,14,14-28099860-28119860,14-28089860-28129860,14-28059860-28159860,14-28009860-28209860
nek12,NC_007125.7,28425029,28432699,-,28432699,28422699,28442699,28412699,28452699,28382699,28482699,28332699,28532699,14,14-28422699-28442699,14-28412699-28452699,14-28382699-28482699,14-28332699-28532699
pin4,NC_007125.7,28432737,28437426,+,28432737,28422737,28442737,28412737,28452737,28382737,28482737,28332737,28532737,14,14-28422737-28442737,14-28412737-28452737,14-28382737-28482737,14-28332737-28532737
acsl4a,NC_007125.7,28438947,28459446,+,28438947,28428947,28448947,28418947,28458947,28388947,28488947,28338947,28538947,14,14-28428947-28448947,14-28418947-28458947,14-28388947-28488947,14-28338947-28538947
nxt2,NC_007125.7,28459439,28473639,-,28473639,28463639,28483639,28453639,28493639,28423639,28523639,28373639,28573639,14,14-28463639-28483639,14-28453639-28493639,14-28423639-28523639,14-28373639-28573639
psmd10,NC_007125.7,28464754,28468991,+,28464754,28454754,28474754,28444754,28484754,28414754,28514754,28364754,28564754,14,14-28454754-28474754,14-28444754-28484754,14-28414754-28514754,14-28364754-28564754
xiap,NC_007125.7,28473173,28483330,+,28473173,28463173,28483173,28453173,28493173,28423173,28523173,28373173,28573173,14,14-28463173-28483173,14-28453173-28493173,14-28423173-28523173,14-28373173-28573173
stag2b,NC_007125.7,28486246,28527420,+,28486246,28476246,28496246,28466246,28506246,28436246,28536246,28386246,28586246,14,14-28476246-28496246,14-28466246-28506246,14-28436246-28536246,14-28386246-28586246
zgc:113364,NC_007125.7,28530093,28534568,-,28534568,28524568,28544568,28514568,28554568,28484568,28584568,28434568,28634568,14,14-28524568-28544568,14-28514568-28554568,14-28484568-28584568,14-28434568-28634568
hmmr,NC_007125.7,28545189,28562971,+,28545189,28535189,28555189,28525189,28565189,28495189,28595189,28445189,28645189,14,14-28535189-28555189,14-28525189-28565189,14-28495189-28595189,14-28445189-28645189
insb,NC_007125.7,28563083,28568162,-,28568162,28558162,28578162,28548162,28588162,28518162,28618162,28468162,28668162,14,14-28558162-28578162,14-28548162-28588162,14-28518162-28618162,14-28468162-28668162
pdlim3b,NC_007125.7,29780423,29800141,-,29800141,29790141,29810141,29780141,29820141,29750141,29850141,29700141,29900141,14,14-29790141-29810141,14-29780141-29820141,14-29750141-29850141,14-29700141-29900141
sorbs2b,NC_007125.7,29807099,29892635,-,29892635,29882635,29902635,29872635,29912635,29842635,29942635,29792635,29992635,14,14-29882635-29902635,14-29872635-29912635,14-29842635-29942635,14-29792635-29992635
fam149a,NC_007125.7,29941396,29974334,+,29941396,29931396,29951396,29921396,29961396,29891396,29991396,29841396,30041396,14,14-29931396-29951396,14-29921396-29961396,14-29891396-29991396,14-29841396-30041396
mtnr1ab,NC_007125.7,30105792,30141413,-,30141413,30131413,30151413,30121413,30161413,30091413,30191413,30041413,30241413,14,14-30131413-30151413,14-30121413-30161413,14-30091413-30191413,14-30041413-30241413
fat1b,NC_007125.7,30156528,30226869,-,30226869,30216869,30236869,30206869,30246869,30176869,30276869,30126869,30326869,14,14-30216869-30236869,14-30206869-30246869,14-30176869-30276869,14-30126869-30326869
asah1a,NC_007125.7,30272895,30277973,+,30272895,30262895,30282895,30252895,30292895,30222895,30322895,30172895,30372895,14,14-30262895-30282895,14-30252895-30292895,14-30222895-30322895,14-30172895-30372895
fgl1,NC_007125.7,30279391,30283897,+,30279391,30269391,30289391,30259391,30299391,30229391,30329391,30179391,30379391,14,14-30269391-30289391,14-30259391-30299391,14-30229391-30329391,14-30179391-30379391
mtus1a,NC_007125.7,30285647,30357472,+,30285647,30275647,30295647,30265647,30305647,30235647,30335647,30185647,30385647,14,14-30275647-30295647,14-30265647-30305647,14-30235647-30335647,14-30185647-30385647
pdgfrl,NC_007125.7,30359131,30366219,-,30366219,30356219,30376219,30346219,30386219,30316219,30416219,30266219,30466219,14,14-30356219-30376219,14-30346219-30386219,14-30316219-30416219,14-30266219-30466219
slc7a2,NC_007125.7,30368030,30390149,-,30390149,30380149,30400149,30370149,30410149,30340149,30440149,30290149,30490149,14,14-30380149-30400149,14-30370149-30410149,14-30340149-30440149,14-30290149-30490149
mtmr7a,NC_007125.7,30398619,30412141,+,30398619,30388619,30408619,30378619,30418619,30348619,30448619,30298619,30498619,14,14-30388619-30408619,14-30378619-30418619,14-30348619-30448619,14-30298619-30498619
cnot7,NC_007125.7,30413753,30424861,+,30413753,30403753,30423753,30393753,30433753,30363753,30463753,30313753,30513753,14,14-30403753-30423753,14-30393753-30433753,14-30363753-30463753,14-30313753-30513753
zdhhc2,NC_007125.7,30426956,30452234,-,30452234,30442234,30462234,30432234,30472234,30402234,30502234,30352234,30552234,14,14-30442234-30462234,14-30432234-30472234,14-30402234-30502234,14-30352234-30552234
micu3b,NC_007125.7,30454046,30490407,-,30490407,30480407,30500407,30470407,30510407,30440407,30540407,30390407,30590407,14,14-30480407-30500407,14-30470407-30510407,14-30440407-30540407,14-30390407-30590407
fgf20b,NC_007125.7,30491890,30493089,+,30491890,30481890,30501890,30471890,30511890,30441890,30541890,30391890,30591890,14,14-30481890-30501890,14-30471890-30511890,14-30441890-30541890,14-30391890-30591890
her11,NC_007125.7,30538485,30540967,-,30540967,30530967,30550967,30520967,30560967,30490967,30590967,30440967,30640967,14,14-30530967-30550967,14-30520967-30560967,14-30490967-30590967,14-30440967-30640967
her5,NC_007125.7,30543045,30544560,+,30543045,30533045,30553045,30523045,30563045,30493045,30593045,30443045,30643045,14,14-30533045-30553045,14-30523045-30563045,14-30493045-30593045,14-30443045-30643045
pfdn6,NC_007125.7,30551321,30557021,-,30557021,30547021,30567021,30537021,30577021,30507021,30607021,30457021,30657021,14,14-30547021-30567021,14-30537021-30577021,14-30507021-30607021,14-30457021-30657021
mrpl11,NC_007125.7,30557405,30620350,+,30557405,30547405,30567405,30537405,30577405,30507405,30607405,30457405,30657405,14,14-30547405-30567405,14-30537405-30577405,14-30507405-30607405,14-30457405-30657405
tmem265,NC_007125.7,30580891,30587878,-,30587878,30577878,30597878,30567878,30607878,30537878,30637878,30487878,30687878,14,14-30577878-30597878,14-30567878-30607878,14-30537878-30637878,14-30487878-30687878
npas4a,NC_007125.7,30636955,30642819,-,30642819,30632819,30652819,30622819,30662819,30592819,30692819,30542819,30742819,14,14-30632819-30652819,14-30622819-30662819,14-30592819-30692819,14-30542819-30742819
efemp2a,NC_007125.7,30672912,30704077,-,30704077,30694077,30714077,30684077,30724077,30654077,30754077,30604077,30804077,14,14-30694077-30714077,14-30684077-30724077,14-30654077-30754077,14-30604077-30804077
fibpa,NC_007125.7,30713738,30724064,-,30724064,30714064,30734064,30704064,30744064,30674064,30774064,30624064,30824064,14,14-30714064-30734064,14-30704064-30744064,14-30674064-30774064,14-30624064-30824064
ccdc85b,NC_007125.7,30730995,30735011,+,30730995,30720995,30740995,30710995,30750995,30680995,30780995,30630995,30830995,14,14-30720995-30740995,14-30710995-30750995,14-30680995-30780995,14-30630995-30830995
fosl1a,NC_007125.7,30739476,30747686,-,30747686,30737686,30757686,30727686,30767686,30697686,30797686,30647686,30847686,14,14-30737686-30757686,14-30727686-30767686,14-30697686-30797686,14-30647686-30847686
yif1a,NC_007125.7,30753718,30759459,+,30753718,30743718,30763718,30733718,30773718,30703718,30803718,30653718,30853718,14,14-30743718-30763718,14-30733718-30773718,14-30703718-30803718,14-30653718-30853718
si:ch211-145o7.3,NC_007125.7,30762122,30770911,+,30762122,30752122,30772122,30742122,30782122,30712122,30812122,30662122,30862122,14,14-30752122-30772122,14-30742122-30782122,14-30712122-30812122,14-30662122-30862122
atl3,NC_007125.7,30774078,30794111,+,30774078,30764078,30784078,30754078,30794078,30724078,30824078,30674078,30874078,14,14-30764078-30784078,14-30754078-30794078,14-30724078-30824078,14-30674078-30874078
cfl1,NC_007125.7,30795559,30801551,+,30795559,30785559,30805559,30775559,30815559,30745559,30845559,30695559,30895559,14,14-30785559-30805559,14-30775559-30815559,14-30745559-30845559,14-30695559-30895559
prss23,NC_007125.7,30800839,30808174,-,30808174,30798174,30818174,30788174,30828174,30758174,30858174,30708174,30908174,14,14-30798174-30818174,14-30788174-30828174,14-30758174-30858174,14-30708174-30908174
ubl3b,NC_007125.7,30854553,30876709,-,30876709,30866709,30886709,30856709,30896709,30826709,30926709,30776709,30976709,14,14-30866709-30886709,14-30856709-30896709,14-30826709-30926709,14-30776709-30976709
slc7a3b,NC_007125.7,30878013,30897177,-,30897177,30887177,30907177,30877177,30917177,30847177,30947177,30797177,30997177,14,14-30887177-30907177,14-30877177-30917177,14-30847177-30947177,14-30797177-30997177
si:ch211-126c2.4,NC_007125.7,30898882,30918699,-,30918699,30908699,30928699,30898699,30938699,30868699,30968699,30818699,31018699,14,14-30908699-30928699,14-30898699-30938699,14-30868699-30968699,14-30818699-31018699
foxo4,NC_007125.7,30908603,30917926,+,30908603,30898603,30918603,30888603,30928603,30858603,30958603,30808603,31008603,14,14-30898603-30918603,14-30888603-30928603,14-30858603-30958603,14-30808603-31008603
il2rgb,NC_007125.7,30961546,30967379,-,30967379,30957379,30977379,30947379,30987379,30917379,31017379,30867379,31067379,14,14-30957379-30977379,14-30947379-30987379,14-30917379-31017379,14-30867379-31067379
zgc:92907,NC_007125.7,30967442,30971242,-,30971242,30961242,30981242,30951242,30991242,30921242,31021242,30871242,31071242,14,14-30961242-30981242,14-30951242-30991242,14-30921242-31021242,14-30871242-31071242
rap2c,NC_007125.7,30975163,30982478,-,30982478,30972478,30992478,30962478,31002478,30932478,31032478,30882478,31082478,14,14-30972478-30992478,14-30962478-31002478,14-30932478-31032478,14-30882478-31082478
mbnl3,NC_007125.7,30986754,31080124,-,31080124,31070124,31090124,31060124,31100124,31030124,31130124,30980124,31180124,14,14-31070124-31090124,14-31060124-31100124,14-31030124-31130124,14-30980124-31180124
hs6st2,NC_007125.7,31081862,31087830,-,31087830,31077830,31097830,31067830,31107830,31037830,31137830,30987830,31187830,14,14-31077830-31097830,14-31067830-31107830,14-31037830-31137830,14-30987830-31187830
gpc4,NC_007125.7,31092327,31151148,-,31151148,31141148,31161148,31131148,31171148,31101148,31201148,31051148,31251148,14,14-31141148-31161148,14-31131148-31171148,14-31101148-31201148,14-31051148-31251148
gpc3,NC_007125.7,31176951,31466214,-,31466214,31456214,31476214,31446214,31486214,31416214,31516214,31366214,31566214,14,14-31456214-31476214,14-31446214-31486214,14-31416214-31516214,14-31366214-31566214
ccdc160,NC_007125.7,31474093,31474998,+,31474093,31464093,31484093,31454093,31494093,31424093,31524093,31374093,31574093,14,14-31464093-31484093,14-31454093-31494093,14-31424093-31524093,14-31374093-31574093
cab39l1,NC_007125.7,31476970,31489372,-,31489372,31479372,31499372,31469372,31509372,31439372,31539372,31389372,31589372,14,14-31479372-31499372,14-31469372-31509372,14-31439372-31539372,14-31389372-31589372
phf6,NC_007125.7,31493274,31507740,+,31493274,31483274,31503274,31473274,31513274,31443274,31543274,31393274,31593274,14,14-31483274-31503274,14-31473274-31513274,14-31443274-31543274,14-31393274-31593274
hprt1,NC_007125.7,31509917,31519774,+,31509917,31499917,31519917,31489917,31529917,31459917,31559917,31409917,31609917,14,14-31499917-31519917,14-31489917-31529917,14-31459917-31559917,14-31409917-31609917
mospd1,NC_007125.7,31550847,31562719,-,31562719,31552719,31572719,31542719,31582719,31512719,31612719,31462719,31662719,14,14-31552719-31572719,14-31542719-31582719,14-31512719-31612719,14-31462719-31662719
ints6l,NC_007125.7,31566489,31611068,+,31566489,31556489,31576489,31546489,31586489,31516489,31616489,31466489,31666489,14,14-31556489-31576489,14-31546489-31586489,14-31516489-31616489,14-31466489-31666489
mmgt1,NC_007125.7,31615577,31618205,-,31618205,31608205,31628205,31598205,31638205,31568205,31668205,31518205,31718205,14,14-31608205-31628205,14-31598205-31638205,14-31568205-31668205,14-31518205-31718205
slc9a6a,NC_007125.7,31618982,31643127,+,31618982,31608982,31628982,31598982,31638982,31568982,31668982,31518982,31718982,14,14-31608982-31628982,14-31598982-31638982,14-31568982-31668982,14-31518982-31718982
fhl1a,NC_007125.7,31651089,31668498,+,31651089,31641089,31661089,31631089,31671089,31601089,31701089,31551089,31751089,14,14-31641089-31661089,14-31631089-31671089,14-31601089-31701089,14-31551089-31751089
map7d3,NC_007125.7,31668510,31715398,-,31715398,31705398,31725398,31695398,31735398,31665398,31765398,31615398,31815398,14,14-31705398-31725398,14-31695398-31735398,14-31665398-31765398,14-31615398-31815398
adgrg4a,NC_007125.7,31721139,31751155,+,31721139,31711139,31731139,31701139,31741139,31671139,31771139,31621139,31821139,14,14-31711139-31731139,14-31701139-31741139,14-31671139-31771139,14-31621139-31821139
si:dkeyp-11e3.1,NC_007125.7,31751250,31755722,+,31751250,31741250,31761250,31731250,31771250,31701250,31801250,31651250,31851250,14,14-31741250-31761250,14-31731250-31771250,14-31701250-31801250,14-31651250-31851250
tmtops3a,NC_007125.7,31766144,31779869,+,31766144,31756144,31776144,31746144,31786144,31716144,31816144,31666144,31866144,14,14-31756144-31776144,14-31746144-31786144,14-31716144-31816144,14-31666144-31866144
cd40lg,NC_007125.7,31788733,31797970,+,31788733,31778733,31798733,31768733,31808733,31738733,31838733,31688733,31888733,14,14-31778733-31798733,14-31768733-31808733,14-31738733-31838733,14-31688733-31888733
arhgef6,NC_007125.7,31799786,31854870,-,31854870,31844870,31864870,31834870,31874870,31804870,31904870,31754870,31954870,14,14-31844870-31864870,14-31834870-31874870,14-31804870-31904870,14-31754870-31954870
rbmx,NC_007125.7,31855592,31862721,-,31862721,31852721,31872721,31842721,31882721,31812721,31912721,31762721,31962721,14,14-31852721-31872721,14-31842721-31882721,14-31812721-31912721,14-31762721-31962721
tm9sf5,NC_007125.7,31865339,31884097,+,31865339,31855339,31875339,31845339,31885339,31815339,31915339,31765339,31965339,14,14-31855339-31875339,14-31845339-31885339,14-31815339-31915339,14-31765339-31965339
gpr101,NC_007125.7,31889875,31891406,-,31891406,31881406,31901406,31871406,31911406,31841406,31941406,31791406,31991406,14,14-31881406-31901406,14-31871406-31911406,14-31841406-31941406,14-31791406-31991406
zic3,NC_007125.7,32012470,32016615,-,32016615,32006615,32026615,31996615,32036615,31966615,32066615,31916615,32116615,14,14-32006615-32026615,14-31996615-32036615,14-31966615-32066615,14-31916615-32116615
zic6,NC_007125.7,32022272,32025978,+,32022272,32012272,32032272,32002272,32042272,31972272,32072272,31922272,32122272,14,14-32012272-32032272,14-32002272-32042272,14-31972272-32072272,14-31922272-32122272
si:ch211-69b22.5,NC_007125.7,32069100,32134023,-,32134023,32124023,32144023,32114023,32154023,32084023,32184023,32034023,32234023,14,14-32124023-32144023,14-32114023-32154023,14-32084023-32184023,14-32034023-32234023
fgf13a,NC_007125.7,32183978,32403640,-,32403640,32393640,32413640,32383640,32423640,32353640,32453640,32303640,32503640,14,14-32393640-32413640,14-32383640-32423640,14-32353640-32453640,14-32303640-32503640
f9a,NC_007125.7,32430982,32438197,+,32430982,32420982,32440982,32410982,32450982,32380982,32480982,32330982,32530982,14,14-32420982-32440982,14-32410982-32450982,14-32380982-32480982,14-32330982-32530982
mcf2a,NC_007125.7,32443239,32503363,-,32503363,32493363,32513363,32483363,32523363,32453363,32553363,32403363,32603363,14,14-32493363-32513363,14-32483363-32523363,14-32453363-32553363,14-32403363-32603363
atp11c,NC_007125.7,32505441,32631519,-,32631519,32621519,32641519,32611519,32651519,32581519,32681519,32531519,32731519,14,14-32621519-32641519,14-32611519-32651519,14-32581519-32681519,14-32531519-32731519
sox3,NC_007125.7,32742701,32744464,-,32744464,32734464,32754464,32724464,32764464,32694464,32794464,32644464,32844464,14,14-32734464-32754464,14-32724464-32764464,14-32694464-32794464,14-32644464-32844464
crhr2,NC_007125.7,32783972,32788023,+,32783972,32773972,32793972,32763972,32803972,32733972,32833972,32683972,32883972,14,14-32773972-32793972,14-32763972-32803972,14-32733972-32833972,14-32683972-32883972
inppl1b,NC_007125.7,32793586,32824407,-,32824407,32814407,32834407,32804407,32844407,32774407,32874407,32724407,32924407,14,14-32814407-32834407,14-32804407-32844407,14-32774407-32874407,14-32724407-32924407
arr3b,NC_007125.7,32838137,32849528,+,32838137,32828137,32848137,32818137,32858137,32788137,32888137,32738137,32938137,14,14-32828137-32848137,14-32818137-32858137,14-32788137-32888137,14-32738137-32938137
nkrf,NC_007125.7,32851856,32859133,+,32851856,32841856,32861856,32831856,32871856,32801856,32901856,32751856,32951856,14,14-32841856-32861856,14-32831856-32871856,14-32801856-32901856,14-32751856-32951856
ube2a,NC_007125.7,32859430,32866395,-,32866395,32856395,32876395,32846395,32886395,32816395,32916395,32766395,32966395,14,14-32856395-32876395,14-32846395-32886395,14-32816395-32916395,14-32766395-32966395
si:rp71-46j2.7,NC_007125.7,32866746,32876237,-,32876237,32866237,32886237,32856237,32896237,32826237,32926237,32776237,32976237,14,14-32866237-32886237,14-32856237-32896237,14-32826237-32926237,14-32776237-32976237
slc25a5,NC_007125.7,32881627,32884069,-,32884069,32874069,32894069,32864069,32904069,32834069,32934069,32784069,32984069,14,14-32874069-32894069,14-32864069-32904069,14-32834069-32934069,14-32784069-32984069
slc25a43,NC_007125.7,32884731,32893756,-,32893756,32883756,32903756,32873756,32913756,32843756,32943756,32793756,32993756,14,14-32883756-32903756,14-32873756-32913756,14-32843756-32943756,14-32793756-32993756
lnx2b,NC_007125.7,32918484,32945929,+,32918484,32908484,32928484,32898484,32938484,32868484,32968484,32818484,33018484,14,14-32908484-32928484,14-32898484-32938484,14-32868484-32968484,14-32818484-33018484
chic1,NC_007125.7,32951832,32959851,-,32959851,32949851,32969851,32939851,32979851,32909851,33009851,32859851,33059851,14,14-32949851-32969851,14-32939851-32979851,14-32909851-33009851,14-32859851-33059851
cdx4,NC_007125.7,32961703,32965169,-,32965169,32955169,32975169,32945169,32985169,32915169,33015169,32865169,33065169,14,14-32955169-32975169,14-32945169-32985169,14-32915169-33015169,14-32865169-33065169
kdrl,NC_007125.7,32985253,33044555,-,33044555,33034555,33054555,33024555,33064555,32994555,33094555,32944555,33144555,14,14-33034555-33054555,14-33024555-33064555,14-32994555-33094555,14-32944555-33144555
tex11,NC_007125.7,33049533,33070587,+,33049533,33039533,33059533,33029533,33069533,32999533,33099533,32949533,33149533,14,14-33039533-33059533,14-33029533-33069533,14-32999533-33099533,14-32949533-33149533
dlg3,NC_007125.7,33068737,33218105,-,33218105,33208105,33228105,33198105,33238105,33168105,33268105,33118105,33318105,14,14-33208105-33228105,14-33198105-33238105,14-33168105-33268105,14-33118105-33318105
gdpd2,NC_007125.7,33220100,33260805,-,33260805,33250805,33270805,33240805,33280805,33210805,33310805,33160805,33360805,14,14-33250805-33270805,14-33240805-33280805,14-33210805-33310805,14-33160805-33360805
pdzd11,NC_007125.7,33264320,33268494,+,33264320,33254320,33274320,33244320,33284320,33214320,33314320,33164320,33364320,14,14-33254320-33274320,14-33244320-33284320,14-33214320-33314320,14-33164320-33364320
stard14,NC_007125.7,33270387,33277890,-,33277890,33267890,33287890,33257890,33297890,33227890,33327890,33177890,33377890,14,14-33267890-33287890,14-33257890-33297890,14-33227890-33327890,14-33177890-33377890
